Property Name,Price,House Type,Area (sq ft),Bedrooms,Bathrooms,Receptions,Location,City/County,Postal Code,Price per sqft
Cleveland Street,550000,Flat / Apartment,358,1,1,1,Fitzrovia,London,W1T 6NU,1536.3128491620112
Ferry Road,4350000,House,4862,6,6,6,Barnes,London,SW13 9PR,894.6935417523653
Greenhill Court,575000,Flat / Apartment,997,2,2,2, Northwood,Middlesex,HA6 2BD,576.7301905717152
Orchard Rise,2650000,House,3009,5,5,5,Richmond,Surrey,TW10 5BX,880.6912595546693
Addison Gardens,775000,Flat / Apartment,1173,1,1,1,Unknown,London,W14 0DS,660.6990622335891
Wadham Road,1345000,House,1909,4,4,4,Putney,London,SW15 2LS,704.5573598742798
Carmalt Gardens,2250000,House,2978,5,5,5,Putney,London,SW15 6NE,755.5406312961719
Falcon Wharf,500000,Flat / Apartment,752,1,1,1, Battersea,London,SW11 3RY,664.8936170212766
Parliament View Apartments,1600000,Flat / Apartment,1192,2,2,2,Lambeth,London,SE1 7XQ,1342.2818791946308
Drapers Yard,515000,Flat / Apartment,578,1,1,1,Wandsworth,London,SW18 1SF,891.0034602076124
East Hill,495000,Flat / Apartment,693,1,1,1,Unknown,London,SW18 2HQ,714.2857142857143
Coborn Road,1485000,House,1541,4,4,4,Bow,London,E3 2DA,963.659961064244
Park Village East,3650000,House,2034,4,4,4,Regent's Park,London,NW1 7PZ,1794.4936086529008
Haberdasher Street,825000,Penthouse,896,3,3,3,Unknown,London,N1 6EJ,920.7589285714286
Melrose Road,630000,House,1596,4,4,4,Coulsdon,Surrey,CR5 3JH,394.7368421052632
Elspeth Road,675000,Flat / Apartment,1021,3,3,3,Unknown,London,SW11 1DS,661.1165523996083
Knightsbridge,17950000,New development,5880,5,5,5,Unknown,London,SW3 2AH,3052.721088435374
Clephane Road,699950,Flat / Apartment,976,3,3,3,Canonbury,London,N1 2FT,717.1618852459017
Thorpe Hall Mansions,600000,Flat / Apartment,854,3,3,3,Eaton Rise,London,W5 2HB,702.576112412178
Aragon Avenue,900000,House,1363,4,4,4,Thames Ditton,Surrey,KT7 0PY,660.3081438004402
Woodbourne Drive,1195000,House,2149,4,4,4, Esher,Surrey,KT10 0DR,556.0725919032108
Des Barres Court,395000,Penthouse,594,1,1,1, Greenwich,London,SE10 0GY,664.983164983165
Landmark East Tower,795000,Flat / Apartment,862,2,2,2,24 Marsh Wall,London,E14 9DB,922.2737819025522
Argyll Mansions,1350000,Flat / Apartment,1768,3,3,3,Bishops King Road,London,W14 8QQ,763.5746606334842
Benbow House,3600000,Flat / Apartment,2147,3,3,3,24 New Globe Walk,London,SE1 9DS,1676.7582673497905
Fernshaw Mansions,1599950,Flat / Apartment,1111,3,3,3,Fernshaw Road,London,SW10 0TD,1440.09900990099
The Tower,1850000,Flat / Apartment,1176,2,2,2,1 St. George Wharf,London,SW8 2DU,1573.1292517006802
Weldin Mews,875000,House,1211,3,3,3,Putney,London,SW18 1FT,722.543352601156
Portman Avenue,1350000,House,1830,5,5,5,Unknown,London,SW14 8NX,737.7049180327868
Bolingbroke Grove,625000,Flat / Apartment,760,2,2,2,Unknown,London,SW11 6HB,822.3684210526316
North Side Wandsworth Common,5500000,House,4273,6,6,6,Unknown,London,SW18 2SU,1287.1518839223029
Chiswick Wharf,1595000,House,1643,5,5,5,Chiswick,London,W4 2SR,970.785149117468
Pembridge Villas,4750000,House,2979,4,4,4,Unknown,London,W11 3EN,1594.4947969117154
Whittingstall Road,675000,Flat / Apartment,638,1,1,1,Fulham,London,SW6 4EA,1057.9937304075236
Noel Road,900000,Flat / Apartment,822,2,2,2,Islington,London,N1 8HD,1094.890510948905
Buckland Crescent,6450000,House,5288,6,6,6,Belsize Park,London,NW3 5DX,1219.7428139183055
Chantry Street,1600000,House,1195,2,2,2,Islington,London,N1 8NL,1338.9121338912134
Curzon Street,3750000,Flat / Apartment,1358,2,2,2,Mayfair,London,W1J 5HG,2761.413843888071
Banister House,465000,Flat / Apartment,730,2,2,2,Homerton High Street,London,E9 6BH,636.986301369863
North Street,850000,Flat / Apartment,842,2,2,2,Unknown,London,SW4 0HQ,1009.501187648456
Baronsmead Road,3250000,House,3179,6,6,6,Barnes,London,SW13 9RR,1022.3340673167663
Tower View Apartments,1500000,Flat / Apartment,1200,2,2,2,84 St. Katharines Way,London,E1W 1BE,1250.0
Old School Square,450000,Flat / Apartment,717,2,2,2,Canary Wharf,London,E14 7DJ,627.6150627615062
Ashley Gardens,2375000,Flat / Apartment,2123,3,3,3,Emery Hill Street,London,SW1P 1PD,1118.699952896844
Broom Close,1550000,House,3065,4,4,4,Esher,Surrey,KT10 9ET,505.7096247960848
Elers Road,1780000,House,2264,5,5,5,Ealing,London,W13 9QB,786.2190812720848
Mortimer Road,775000,Flat / Apartment,729,2,2,2,De Beauvoir,London,N1 4LA,1063.1001371742113
Palace Mansions,1450000,Flat / Apartment,1700,4,4,4,Earsby Street,London,W14 8QW,852.9411764705883
Wendon Street,425000,Flat / Apartment,563,1,1,1,Bow,London,E3 2JR,754.8845470692718
Cheyne Walk,2250000,Flat / Apartment,1171,2,2,2,Unknown,London,SW3 5LX,1921.4346712211784
Hyde Park Gardens,4250000,Penthouse,1946,4,4,4,Unknown,London,W2 2LU,2183.9671120246658
Byfeld Gardens,2000000,House,2009,4,4,4,Barnes,London,SW13 9HP,995.5201592832254
Severnake Close,800000,House,1260,4,4,4,Canary Wharf,London,E14 9WE,634.9206349206349
Harrowgate Road,900000,House,1275,3,3,3,Homerton,London,E9 5EB,705.8823529411765
Glebe Place,6950000,House,3774,5,5,5,Unknown,London,SW3 5JB,1841.5474297827238
Borneo Street,779000,Flat / Apartment,832,2,2,2,Putney,London,SW15 1QQ,936.2980769230769
Dyers Lane,945000,House,1146,2,2,2,Putney,London,SW15 6JR,824.6073298429319
Cygnet Close,1295000,House,2055,4,4,4,Northwood,Middlesex,HA6 2TA,630.1703163017031
Aristotle Road,599999,Flat / Apartment,821,2,2,2,Unknown,London,SW4 7UZ,730.8148599269184
Northcote Road,550000,Flat / Apartment,630,2,2,2,Unknown,London,SW11 6QB,873.015873015873
Vardens Road,700000,Flat / Apartment,680,2,2,2,Unknown,London,SW11 1RQ,1029.4117647058824
Waterloo Terrace,1850000,House,1512,3,3,3,Islington,London,N1 1TQ,1223.5449735449736
Ember Lane,1299995,House,2394,5,5,5,Esher,Surrey,KT10 8EF,543.0221386800334
Palace Road,2850000,House,5116,6,6,6,East Molesey,Surrey,KT8 9DW,557.0758405003909
Sheen Common Drive,2650000,House,2942,6,6,6,Richmond,Surrey,TW10 5BW,900.7477906186268
Vicary House,795000,New development,541,1,1,1,24 Bartholomew Close,London,EC1A 7BB,1469.5009242144176
47 Pilot Walk,995000,Penthouse,1485,3,3,3,Greenwich,London,SE10 0NW,670.03367003367
The Chase,2850000,House,5380,6,6,6, Tadworth,Surrey,KT20 6HZ,529.7397769516729
Saltram Crescent,750000,Flat / Apartment,1043,3,3,3,Unknown,London,W9 3JS,719.0795781399809
Langroyd Road,900000,House,1207,3,3,3,Unknown,London,SW17 7PL,745.6503728251864
Leighton House,875000,Flat / Apartment,922,3,3,3,John Islip Street,London,SW1P 4EA,949.0238611713665
Tennyson Road,775000,House,1201,3,3,3,Unknown,London,SW19 8SH,645.2955870108243
Port East Apartments,565000,Flat / Apartment,653,1,1,1, Canary Wharf,London,E14 4AX,865.2373660030628
City Road,2000000,New development,1342,3,3,3,Shoreditch,London,EC1V 1AZ,1490.312965722802
City Road,1000000,New development,772,2,2,2,Shoreditch,London,EC1V 1AZ,1295.3367875647668
Hillgate Place,3075000,House,1477,3,3,3,Unknown,London,W8 7ST,2081.922816519973
Albert Mews,1250000,House,1877,4,4,4,Canary Wharf,London,E14 8EH,665.9563132658498
Newman Street,895000,Flat / Apartment,601,1,1,1,Fitzrovia,London,W1T 1PN,1489.1846921797005
City Road,900000,Flat / Apartment,1273,2,2,2,Shoreditch,London,EC1V 2NR,706.9913589945012
Priory Lane,699950,House,1226,3,3,3,West Molesey,Surrey,KT8 2PS,570.9216965742252
Dartmouth Park Road,850000,Flat / Apartment,1382,3,3,3,Dartmouth Park,London,NW5 1SX,615.0506512301013
Battersea Church Road,725000,Flat / Apartment,872,2,2,2,Battersea,London,SW11 3LY,831.4220183486239
Mapleton Crescent,345000,Flat / Apartment,433,1,1,1,Wandsworth,London,SW18 4GY,796.7667436489608
Oxhey Road,950000,House,1896,4,4,4,Oxhey,Watford,WD19 4QQ,501.0548523206751
Venice Lodge,1700000,Penthouse,1378,3,3,3,Maida Vale,London,W9 1SD,1233.6719883889696
Stratford Road,1550000,Flat / Apartment,958,3,3,3,Unknown,London,W8 6QA,1617.9540709812109
Imperial Court,1350000,Flat / Apartment,1428,3,3,3,4-10 Lexham Gardens,London,W8 5JH,945.3781512605042
Highbury Place,999950,Flat / Apartment,726,2,2,2,Highbury,London,N5 1QZ,1377.3415977961433
Cross Street,3300000,House,2640,5,5,5,Islington,London,N1 2BH,1250.0
Kings Drive,1200000,House,2491,3,3,3,Surbiton,Surrey,KT5 8NQ,481.73424327579283
Winterdown Road,899950,House,1504,3,3,3,Esher,Surrey,KT10 8LJ,598.3710106382979
Marine Wharf East,485000,New development,545,1,1,1,Unknown,Surrey Quays,SE16 7UD,889.9082568807339
Lucienne Court,630000,Penthouse,1043,2,2,2,72 Lindfield Street,London,E14 6GT,604.0268456375838
47 Pilot Walk,720000,Flat / Apartment,987,2,2,2,Greenwich,London,SE10 0NW,729.483282674772
Park Road,2350000,House,2666,4,4,4,Grove Park,London,W4 3HP,881.470367591898
Edgarley Terrace,800000,Flat / Apartment,703,2,2,2,Unknown,London,SW6 6QE,1137.9800853485065
Octavia Street,1800000,House,1909,4,4,4,Battersea,London,SW11 3DN,942.9020429544264
Barrow Road,1650000,House,2942,5,5,5,Unknown,London,SW16 5PE,560.8429639700884
Marner Point,367500,Flat / Apartment,472,1,1,1, Bow,London,E3 3QE,778.6016949152543
Shandon Road,945000,Flat / Apartment,1081,2,2,2,Unknown,London,SW4 9HP,874.1905642923219
Princes Drive,2500000,House,5101,6,6,6, Leatherhead,Surrey,KT22 0UL,490.0999803960008
Watford Heath,995000,House,1845,4,4,4,Oxhey Village,Watford,WD19 4EU,539.2953929539295
Catalina House,685000,Flat / Apartment,560,1,1,1,4 Canter Way,London,E1 8QE,1223.2142857142858
Rosemont Road,1100000,House,1582,4,4,4,Hampstead,London,NW3 6NE,695.3223767383059
17 Lillie Square,865000,New development,606,1,1,1, Earls Court,London,SW6 1UE,1427.3927392739274
Haverstock Place,725000,Flat / Apartment,696,2,2,2,Haverstock Street,London,N1 8BX,1041.6666666666667
Saville Road,1200000,House,1310,4,4,4,Chiswick,London,W4 5HG,916.0305343511451
Castelnau,1700000,House,2126,4,4,4,Barnes,London,SW13 9ER,799.623706491063
East Hill,425000,Flat / Apartment,574,1,1,1,Unknown,London,SW18 2HG,740.4181184668989
Herne Road,995000,House,1839,5,5,5,Surbiton,Surrey,KT6 5BX,541.0549211528005
Ludo Building,525000,Flat / Apartment,596,2,2,2,375 Earlsfield Road,London,SW18 3DG,880.8724832214765
Paultons Square,6350000,House,2948,4,4,4,Unknown,London,SW3 5AP,2154.002713704206
Broom Road,2275000,House,2803,5,5,5,Teddington,Middlesex,TW11 9PG,811.6303960042811
Burnelli Building,825000,Flat / Apartment,722,2,2,2, 352 Queenstown Road,London,SW11 8NG,1142.6592797783933
Peninsula Heights,1750000,Flat / Apartment,1481,2,2,2,93 Albert Embankment,London,SE1 7TY,1181.6340310600945
Atheldene Road,1100000,House,1632,3,3,3, Wandsworth,London,SW18 3BN,674.0196078431372
Old Ford Road,530000,Flat / Apartment,626,2,2,2,Unknown,London,E3 5NQ,846.6453674121406
St. Ann's Terrace,1795000,Flat / Apartment,1149,2,2,2,St. John's Wood,London,NW8 6PH,1562.2280243690166
Mallinson Road,725000,Flat / Apartment,805,2,2,2,Unknown,London,SW11 1BL,900.6211180124224
Richmond Road,775000,Flat / Apartment,996,2,2,2,Hackney,London,E8 3QW,778.1124497991968
Manor Road,850000,House,1242,3,3,3,Unknown,London,W13 0JA,684.3800322061192
The Gallops,825000,House,1272,3,3,3,Esher,Surrey,KT10 8BN,648.5849056603773
Henry Tate Mews,845000,House,1510,4,4,4,Unknown,London,SW16 3HA,559.6026490066225
Paget Street,850000,Flat / Apartment,826,2,2,2,Clerkenwell,London,EC1V 7PA,1029.0556900726392
Ennismore Avenue,875000,Flat / Apartment,977,2,2,2,Chiswick,London,W4 1SE,895.5987717502559
Malthouse Passage,1000000,House,1354,3,3,3,Barnes,London,SW13 0AQ,738.5524372230428
Buckingham Court,1050000,Flat / Apartment,751,2,2,2,78 Buckingham Gate,London,SW1E 6PE,1398.1358189081225
Lavender Hill,575000,Flat / Apartment,765,2,2,2,Unknown,London,SW11 5RW,751.6339869281046
Benbow Road,995000,Flat / Apartment,1013,2,2,2,Unknown,London,W6 0AU,982.2309970384995
Brendon Close,1650000,House,3285,4,4,4,Esher,Surrey,KT10 9EH,502.283105022831
Wood Crescent,1545000,New development,1440,2,2,2,Unknown,London,W12 7GJ,1072.9166666666667
The Highway,869995,Flat / Apartment,1333,2,2,2,Unknown,London,E1W 3HU,652.6594148537134
Dungarvan Avenue,1295000,House,1647,4,4,4,Putney,London,SW15 5QU,786.2780813600485
Ensleigh Lodge,4250000,House,3893,5,5,5,25 Ham Common,Surrey,TW10 7JB,1091.703056768559
Bessborough Place,1800000,House,1467,3,3,3,Unknown,London,SW1V 3SE,1226.993865030675
Cabul Road,799950,Flat / Apartment,1194,3,3,3,Unknown,London,SW11 2PN,669.9748743718593
Blackhills,1999500,House,3769,5,5,5,Esher,Surrey,KT10 9JW,530.5120721676838
Borneo Street,775000,Flat / Apartment,863,2,2,2,Putney,London,SW15 1QQ,898.0301274623407
Boleyn Road,885000,Penthouse,1084,3,3,3,Unknown,London,N16 8EP,816.4206642066421
Farnsworth Court,495000,Flat / Apartment,821,2,2,2, Greenwich,London,SE10 0RU,602.9232643118148
Seymour Road,1550000,New development,2690,5,5,5,East Molesey,Surrey,KT8 0PF,576.2081784386617
Chelsea Court,600000,Flat / Apartment,455,1,1,1,95 Elm Park Gardens,London,SW10 9QW,1318.6813186813188
Park Road,1925000,House,4124,6,6,6,Banstead,Surrey,SM7 3EF,466.77982541222116
Clapham Common North Side,3425000,House,3622,6,6,6,Unknown,London,SW4 9SB,945.6101601325234
Stillingfleet Road,1500000,House,2278,5,5,5,Barnes,London,SW13 9AF,658.4723441615453
Eustace Building,800000,Flat / Apartment,708,2,2,2, 372 Queenstown Road,London,SW11 8NT,1129.9435028248588
Highbury Place,1050000,Flat / Apartment,1020,2,2,2,Unknown,London,N5 1QP,1029.4117647058824
Islington Green,675000,Flat / Apartment,628,2,2,2,Islington,London,N1 2XA,1074.8407643312103
Highgate High Street,875000,Flat / Apartment,1077,2,2,2,Highgate,London,N6 5JG,812.4419684308264
Norman Avenue,1900000,House,2061,5,5,5,Unknown,Twickenham,TW1 2LY,921.8825812712275
Frithwood Avenue,450000,Flat / Apartment,708,2,2,2,Northwood,Middlesex,HA6 3LX,635.5932203389831
Elsham Road,750000,Flat / Apartment,778,2,2,2,Unknown,London,W14 8HB,964.0102827763496
Atkins Square,685000,New development,1000,3,3,3,Dalston Lane,London,E8 1FA,685.0
Dukes Mews,4000000,House,2435,3,3,3,Marylebone,London,W1U 3ET,1642.7104722792608
Beech Close,1335000,House,1771,3,3,3,Putney,London,SW15 4HW,753.8114059853191
Admiralty House,2250000,New development,1265,3,3,3,150 Vaughan Way,London,E1W 2AH,1778.6561264822135
Westfield,1625000,Flat / Apartment,1612,3,3,3, Hampstead,London,NW3 7SG,1008.0645161290323
Crane Grove,850000,Flat / Apartment,723,2,2,2,Unknown,London,N7 8LE,1175.6569847856156
Crane Grove,550000,Flat / Apartment,536,1,1,1,Unknown,London,N7 8LE,1026.1194029850747
Crane Grove,1400000,House,1259,3,3,3,Unknown,London,N7 8LE,1111.9936457505958
Balham Grove,1200000,House,1335,4,4,4,Nightingale Triangle,London,SW12 8AZ,898.876404494382
Lambourne Avenue,5995000,New development,6313,6,6,6,Wimbledon,London,SW19 7DW,949.6277522572469
Poppyfield House,495000,Flat / Apartment,767,2,2,2,Copperwood Place,London,SE10 8GD,645.3715775749674
Thornhill Road,2750000,House,2479,4,4,4, Islington,London,N1 1JT,1109.318273497378
Mare Street,1675000,House,2110,4,4,4,Hackney,London,E8 1HE,793.8388625592418
Asquith House,1595000,Flat / Apartment,1316,3,3,3, Westminster,London,SW1P 2AR,1212.0060790273556
Boydell Court,1395000,Flat / Apartment,1171,3,3,3,St. Johns Wood Park,London,NW8 6NJ,1191.2894961571308
The Galleries,3295000,Flat / Apartment,2435,4,4,4,9 Abbey Road,London,NW8 9AQ,1353.1827515400412
Fleur De Lis Street,800000,Flat / Apartment,857,1,1,1,Spitalfields,London,E1 6BP,933.4889148191365
Chester Row,3300000,House,1669,3,3,3,Belgravia,London,SW1W 8JP,1977.2318753744757
Queens Road,625000,Flat / Apartment,729,2,2,2,Richmond,Surrey,TW10 6JW,857.3388203017832
Oak Lodge Avenue,1000000,House,2232,5,5,5,Chigwell,Essex,IG7 5JA,448.02867383512546
Eden Close,2250000,House,1735,3,3,3,Unknown,London,W8 6UW,1296.8299711815562
Gillespie Road,550000,Flat / Apartment,585,1,1,1,Highbury,London,N5 1LN,940.1709401709402
Wood Lane,3250000,House,2813,5,5,5,Highgate,London,N6 5UB,1155.3501599715605
Perrymead Street,2990000,House,3175,6,6,6, Fulham,London,SW6 3SN,941.7322834645669
Spice Court,475000,Flat / Apartment,566,1,1,1,Asher Way,London,E1W 2JD,839.2226148409894
Victoria Wharf,750000,Flat / Apartment,885,2,2,2, Limehouse,London,E14 8DD,847.457627118644
Askew Mansions,675000,Flat / Apartment,858,3,3,3,Unknown,London,W12 9DA,786.7132867132867
Castelnau Gardens,950000,Flat / Apartment,1016,2,2,2,Barnes,London,SW13 8DU,935.0393700787401
Garratt Lane,450000,Flat / Apartment,495,1,1,1,Wandsworth,London,SW18 4SW,909.0909090909091
Castle Road,1500000,House,5587,7,7,7, Coulsdon,Surrey,CR5 3NS,268.48040093073206
King Henrys Road,2250000,Flat / Apartment,1547,3,3,3,Primrose Hill,London,NW3 3RP,1454.4279250161603
Cole Park Road,2295000,House,3823,6,6,6,Unknown,Twickenham,TW1 1HT,600.3138896154852
Montpelier Mews,2675000,House,1087,3,3,3,Unknown,London,SW7 1HB,2460.9015639374425
Sheen Common Drive,3650000,House,4135,5,5,5,Richmond,Surrey,TW10 5BN,882.7085852478839
Hillview,1250000,Flat / Apartment,943,2,2,2,2-4 Primrose Hill Road,London,NW3 3AX,1325.5567338282078
Sandown House,650000,Flat / Apartment,1031,2,2,2, Esher,Surrey,KT10 9SL,630.4558680892337
Drake House,850000,Flat / Apartment,861,2,2,2, Vauxhall,London,SW8 2LR,987.2241579558653
West India Quay,1000000,Flat / Apartment,1514,2,2,2, Canary Wharf,London,E14 4EF,660.5019815059445
Bartholomew Villas,825000,Flat / Apartment,687,2,2,2,Kentish Town,London,NW5 2LL,1200.8733624454148
Distillery Wharf,1050000,Flat / Apartment,1091,2,2,2, Regatta Lane,London,W6 9BF,962.4197983501375
Great North Road,2375000,House,3116,6,6,6,Highgate,London,N6 4LU,762.1951219512196
Parkfields,2950000,House,3235,6,6,6,Putney,London,SW15 6NH,911.9010819165379
Montevetro,1595000,Flat / Apartment,1219,2,2,2, Battersea,London,SW11 3YL,1308.4495488105003
St. John's Wood Terrace,3750000,House,2243,5,5,5,St John's Wood,London,NW8 6JL,1671.868033883192
Birchside Apartments,550000,Flat / Apartment,599,1,1,1, Queens Park,London,NW6 5FS,918.1969949916528
Alaska Apartments,590000,Flat / Apartment,1048,2,2,2, Royal Docks,London,E16 1BW,562.9770992366413
Newton Street,1298000,New development,591,1,1,1,Covent Garden,London,WC2B 5EL,2196.2774957698816
Eaton Terrace,7100000,House,2908,5,5,5,Belgravia,London,SW1W 8TW,2441.540577716644
Hardwicks Square,450000,Flat / Apartment,572,1,1,1,Wandsworth,London,SW18 4AG,786.7132867132867
Union Wharf,1795000,House,1842,3,3,3, Islington,London,N1 7BL,974.4842562432138
Kingsland Road,375000,Flat / Apartment,450,1,1,1,Unknown,London,E2 8AS,833.3333333333334
Globe House,660000,Flat / Apartment,929,2,2,2, Canary Wharf,London,E14 0LU,710.4413347685684
Wadham Gardens,7950000,Flat / Apartment,4168,4,4,4,Primrose Hill,London,NW3 3DN,1907.3896353166986
Dunraven Road,775000,Flat / Apartment,858,2,2,2,Unknown,London,W12 7QY,903.2634032634032
Chronicle Tower,995000,Flat / Apartment,875,2,2,2, Shoreditch,London,EC1V 1AL,1137.142857142857
Lillian Road,1350000,House,1520,3,3,3,Barnes,London,SW13 9JF,888.1578947368421
Polworth Road,535000,Flat / Apartment,887,3,3,3,Unknown,London,SW16 2EU,603.1567080045096
Marylands Road,385000,Flat / Apartment,344,1,1,1,Unknown,London,W9 2DU,1119.1860465116279
Earl's Court Square,1195000,Flat / Apartment,723,2,2,2,Unknown,London,SW5 9DQ,1652.83540802213
"Castle Court, Putney Wharf",1195000,Penthouse,1260,3,3,3, Putney,London,SW15 2JJ,948.4126984126984
Weymouth Mews,1575000,Flat / Apartment,979,2,2,2,Marylebone,London,W1G 7EG,1608.7844739530133
Montpelier Mews,3700000,House,2381,4,4,4,Unknown,London,SW7 1HB,1553.9689206215876
Bartholomew Road,550000,Flat / Apartment,474,1,1,1,Kentish Town,London,NW5 2AS,1160.337552742616
Downshire Hill,4250000,House,2402,3,3,3,Hampstead,London,NW3 1NT,1769.3588676103248
Meadvale Road,1300000,House,1668,4,4,4,Unknown,London,W5 1LT,779.3764988009592
Earl's Court Square,625000,Flat / Apartment,491,1,1,1,Unknown,London,SW5 9DN,1272.9124236252546
Stylus House,445000,Flat / Apartment,667,2,2,2,Devonport Street,London,E1 0EG,667.1664167916042
Balham Hill,670000,Flat / Apartment,743,2,2,2,Unknown,London,SW12 9EA,901.749663526245
Fernside Road,1385000,House,1837,4,4,4,Unknown,London,SW12 8LL,753.946652150245
Englewood Road,1650000,House,2305,5,5,5,Unknown,London,SW12 9PA,715.8351409978308
Hightrees House,625000,Flat / Apartment,768,2,2,2,Nightingale Lane,London,SW12 8AH,813.8020833333334
St John Street,995000,Flat / Apartment,800,2,2,2,Clerkenwell,London,EC1M 4DT,1243.75
Dale Street,465000,Flat / Apartment,594,1,1,1,Chiswick,London,W4 2BZ,782.8282828282828
Handel Mansions,1300000,Flat / Apartment,1299,2,2,2, Barnes,London,SW13 8AH,1000.7698229407237
Ormiston Grove,2000000,House,3165,5,5,5,Unknown,London,W12 0JR,631.911532385466
